model	test_family	test_circuit	candidate_rows	measured_feasible_candidate_rows	mae_cycles	rmse_cycles	oracle_uid	oracle_scheme	oracle_cycles	single_baseline_cycles	single_baseline_scheme	safe_anchor_uid	safe_anchor_scheme	selection_action	selection_reason	selected_action_uid	predicted_best_uid	predicted_best_scheme	predicted_best_actual_cycles	predicted_best_feasible_probability	feasibility_gate_fallback	feasibility_gate_kind	feasibility_gate_identifiable	feasibility_gate_train_rows	feasibility_gate_train_negative_rows	predicted_best_detected_faults	d95	d95_feasible	unsafe_combo_selection	beats_single_baseline	oracle_can_beat_single	opportunity_captured	saved_cycles_vs_single	gain_vs_single_percent	fallback_gain_vs_single_percent	regret_percent	exact_candidate	correct_scheme	validation_family	best_validation_loss
xgboost_scalar	itc99_b14_connected	b22	879	879	2671.386526545838	3297.493655063263	fixed:ded28982dc93ecc9ac507e2f	H64-M16-F4	9010	26690	FullScan-F4	fixed:8514e3a45cc54d78d7ce4dd7	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:8514e3a45cc54d78d7ce4dd7		FullScan-F4	82425		1	unidentifiable_single_class	0	7794	0	67751	66124	1	0	0	1	0	0	0.0	0.0	814.8168701442842	0	0		
xgboost_scalar	iwls_aes_core	aes_core	853	853	2188.095554284446	2652.4813859104984	fixed:5399d3695c6e805b5594bf3d	H64-M16-F4	7513	8493	ComScan-H64	fixed:def91edcb88409f6262815c2	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:8e2e7dc2be7bb7745c726269	fixed:8e2e7dc2be7bb7745c726269	H64-M16-F4	9229	0.999896764755249	0	xgboost_classifier	1	10314	1	68860	67656	1	0	0	1	0	-736	-8.665960202519722	0.0	22.840409956076137	0	1		
xgboost_scalar	iwls_spi	spi	736	736	8287.48537713184	8347.1294488604	fixed:7c7668aae84a4c891671aa93	H64-F4	13319	15360	FullScan-F4	fixed:fc36543ae4e65d82354bd34b	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:2805b0d71c1a392689fa6753	fixed:2805b0d71c1a392689fa6753	H64-M16-F4	14392	0.9998993873596191	0	xgboost_classifier	1	10431	1	9902	9898	1	0	1	1	1	968	6.302083333333333	6.302083333333333	8.05616037240033	0	0		
xgboost_scalar	iwls_tv80	tv80	851	851	3747.373590106795	4002.778812326181	fixed:eb29756ad9ac7b3d8d7f9989	H64-M16-F4	6994	19781	FullScan-F4	fixed:076766ae0aa32a58c07cdce0	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:f32872710e989f121aa8414e	fixed:f32872710e989f121aa8414e	H64-M16-F4	7899	0.9998993873596191	0	xgboost_classifier	1	10316	1	24272	24254	1	0	1	1	1	11882	60.06774177240787	60.06774177240787	12.939662567915356	0	1		
xgboost_scalar	iwls_wb_dma	wb_dma	651	651	1339.5676261307458	1409.2515466897003	fixed:e3c6038505f9315b081dcb07	H64-M16-F4	1770	6432	FullScan-F4	fixed:d1631693dcc00120c0163cf9	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:1a0d92047ddc06ccd31c8612	fixed:1a0d92047ddc06ccd31c8612	H64-F4	2562	0.9994451403617859	0	xgboost_classifier	1	10516	1	16697	16633	1	0	1	1	1	3870	60.167910447761194	60.167910447761194	44.74576271186441	0	0		
graphsage	iscas89_s13207	s13207	667	667	581.350607265284	941.3111658100593	fixed:3a262e8013a897f919cb3c3c	H64-M16-F4	3220	9983	FullScan-F4	fixed:aae71c42f273f42c853b3ab9	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:fe72a2911f82f0822b97d626	fixed:fe72a2911f82f0822b97d626	H64-M16-F4	9713	0.9998996257781982	0	xgboost_classifier	1	10500	1	13142	13120	1	0	1	1	1	270	2.704597816287689	2.704597816287689	201.64596273291923	0	1	iscas89_s15850	0.007585037965327501
graphsage	iscas89_s15850	s15850	730	730	669.0713730461385	793.6161755312853	fixed:76e2985684609b62055c18ea	H64-M16-F4	2558	7021	FullScan-F4	fixed:bf42094d01c9de062d3eb684	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:84db24d00d3abfdb70736c78	fixed:84db24d00d3abfdb70736c78	H64-M16-F4	7204	0.9998996257781982	0	xgboost_classifier	1	10437	1	15273	15267	1	0	0	1	0	-183	-2.6064663153396954	0.0	181.62627052384676	0	1	iscas89_s35932	0.0032660719007253647
graphsage	iscas89_s35932	s35932	426	426	3398.9182246960177	3544.219235100614	fixed:a77e37ce83c811088324a1ca	H64-F4	1505	1505	ComScan-H64	fixed:8f84fd3c98f7a5408dcfbdbb	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:d237b060e340be618f083e9c	fixed:d237b060e340be618f083e9c	H64-M16-F4	4901	0.9998992681503296	0	xgboost_classifier	1	10741	1	41326	41236	1	0	0	0	0	-3396	-225.64784053156149	0.0	225.64784053156149	0	0	iscas89_s38417	0.022436849772930145
graphsage	iscas89_s38417	s38417	720	720	1181.7910609420803	1497.0279248584495	fixed:84bc635c1eeafd8d8245b030	H64-M16-F4	4892	5709	ComScan-H64	fixed:17e8570041a1a8d8319f0b8c	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:c1b6f048b86dda068cdd6a9b	fixed:c1b6f048b86dda068cdd6a9b	H64-F4	16448	0.9994462132453918	0	xgboost_classifier	1	10447	1	40475	40421	1	0	0	1	0	-10739	-188.1064985111228	0.0	236.22240392477516	0	0	iscas89_s38584	0.01878463849425316
graphsage	iscas89_s38584	s38584	721	721	4162.353513719305	4402.0081580940705	fixed:7140c3e7d7e9ca3300b1517c	H64-M16-F4	5436	6060	ComScan-H64	fixed:84c3c7bc71b28085819605ae	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:fc424918003950ff4bd9380d	fixed:fc424918003950ff4bd9380d	H64-F4	24978	0.9994449019432068	0	xgboost_classifier	1	10446	1	52981	52938	1	0	0	1	0	-18918	-312.1782178217822	0.0	359.4922737306843	0	0	iscas89_s5378	0.01228380762040615
graphsage	iscas89_s5378	s5378	703	703	520.81810171031	607.2575396492346	fixed:52a53ce2857438dcfa16e702	H64-M16-F4	1905	2915	FullScan-F4	fixed:e7c1edb976b7c482efeabc6d	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:98c2e6c3adcab5898fddde3e	fixed:98c2e6c3adcab5898fddde3e	H64-F4	3198	0.9994378685951233	0	xgboost_classifier	1	10464	1	5550	5543	1	0	0	1	0	-283	-9.708404802744425	0.0	67.8740157480315	0	0	iscas89_s9234	0.050492431968450546
graphsage	iscas89_s9234	s9234	736	736	693.653100150111	909.6315351062462	fixed:f4525b035e88d7ea4a71262a	H64-M16-F4	2744	4126	FullScan-F4	fixed:0509ce7b4f947ed973c3afef	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:0c523e8fe7906aa8b180d676	fixed:0c523e8fe7906aa8b180d676	H64-F4	4476	0.9994383454322815	0	xgboost_classifier	1	10431	1	7182	7171	1	0	0	1	0	-350	-8.482792050412021	0.0	63.11953352769679	0	0	itc99_b14_connected	0.04049357771873474
graphsage	itc99_b14_connected	b18	757	757	26156.055457999653	34479.9977545608	fixed:e1e452af59b3939dca863bf9	H64-M16-F4	26353	28673	ComScan-H64	fixed:dfe7138bca9da93eea039dd3	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:dfe7138bca9da93eea039dd3		FullScan-F4	399111		1	unidentifiable_single_class	0	7794	0	233760	230387	1	0	0	1	0	0	0.0	0.0	1414.4803248207036	0	0	iwls_aes_core	0.013341589830815792
graphsage	itc99_b14_connected	b20	837	837	993.9180960634561	1549.1297583197302	fixed:a756b897ff3f2b333c89ebc4	H64-M16-F4	6805	17427	FullScan-F4	fixed:80efcdf332a6a67ed5de9b04	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:80efcdf332a6a67ed5de9b04		FullScan-F4	46065		1	unidentifiable_single_class	0	7794	0	45242	44063	1	0	0	1	0	0	0.0	0.0	576.9287288758266	0	0	iwls_aes_core	0.013341589830815792
graphsage	itc99_b14_connected	b21	900	899	1782.3756922152934	2487.7581833359613	fixed:be7247d28bd3c354a159b9ad	H64-M16-F4	8173	20979	FullScan-F4	fixed:d96a4634cea9802d8b933dee	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:d96a4634cea9802d8b933dee		FullScan-F4	50172		1	unidentifiable_single_class	0	7794	0	46573	45513	1	0	0	1	0	0	0.0	0.0	513.8749541172152	0	0	iwls_aes_core	0.013341589830815792
graphsage	itc99_b14_connected	b22	879	879	1652.026327491688	2780.8352094604647	fixed:ded28982dc93ecc9ac507e2f	H64-M16-F4	9010	26690	FullScan-F4	fixed:8514e3a45cc54d78d7ce4dd7	FullScan-F4	single_baseline	ABSTAIN_SINGLE_CLASS	fixed:8514e3a45cc54d78d7ce4dd7		FullScan-F4	82425		1	unidentifiable_single_class	0	7794	0	67751	66124	1	0	0	1	0	0	0.0	0.0	814.8168701442842	0	0	iwls_aes_core	0.013341589830815792
graphsage	iwls_aes_core	aes_core	853	853	3512.051044991539	4133.100233710232	fixed:5399d3695c6e805b5594bf3d	H64-M16-F4	7513	8493	ComScan-H64	fixed:def91edcb88409f6262815c2	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:01dfe5b8d560365e813a8862	fixed:01dfe5b8d560365e813a8862	H64-M16-F4	30019	0.9804754853248596	0	xgboost_classifier	1	10314	1	67775	67656	1	0	0	1	0	-21526	-253.45578711880373	0.0	299.5607613469985	0	1	iwls_spi	3.178043842315674
graphsage	iwls_spi	spi	736	736	8507.217756938595	8563.353219910387	fixed:7c7668aae84a4c891671aa93	H64-F4	13319	15360	FullScan-F4	fixed:fc36543ae4e65d82354bd34b	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:d2d9fe5f7aa937855b613de0	fixed:d2d9fe5f7aa937855b613de0	H64-M16-F4	15710	0.9998993873596191	0	xgboost_classifier	1	10431	1	9902	9898	1	0	0	1	0	-350	-2.278645833333333	0.0	17.951798183046776	0	0	iwls_tv80	0.12555962800979614
graphsage	iwls_tv80	tv80	851	851	8830.565838821416	8971.29108618577	fixed:eb29756ad9ac7b3d8d7f9989	H64-M16-F4	6994	19781	FullScan-F4	fixed:076766ae0aa32a58c07cdce0	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:98b2e0a77b09b3b6105534eb	fixed:98b2e0a77b09b3b6105534eb	H64-M16-F4	19219	0.9991829991340637	0	xgboost_classifier	1	10316	1	24264	24254	1	0	1	1	1	562	2.841110156210505	2.841110156210505	174.7926794395196	0	1	iwls_wb_dma	0.004083849489688873
graphsage	iwls_wb_dma	wb_dma	651	651	330.7475009841212	478.4934716208928	fixed:e3c6038505f9315b081dcb07	H64-M16-F4	1770	6432	FullScan-F4	fixed:d1631693dcc00120c0163cf9	FullScan-F4	candidate	MODEL_CANDIDATE	fixed:b3eb88e3ca9c8e410d51bd71	fixed:b3eb88e3ca9c8e410d51bd71	H64-M16-F4	5943	0.9998997449874878	0	xgboost_classifier	1	10516	1	16757	16633	1	0	1	1	1	489	7.602611940298508	7.602611940298508	235.76271186440678	0	1	iscas89_s13207	0.024083752185106277
